label;text
sarc;Dann können sie sich eben als #Geflüchtete anmelden, dafür sind Milliarden an Geldern verfügbar.
construct;Es existiert keine feste #Maximalzahl für Asylanträge, die in Deutschland gestellt werden dürfen und trotzdem mit unserem Grundgesetz übereinstimmen!
leave_fact;Arschtritt, Türkenclown! Ihr habt echt nix Besseres verdient, ihr Faschos! Verpisst euch zurück in die Türkei! @randomuser123
construct;die deutsch türken, die so voll auf die erdogan diktatur abgehen, sollten echt mal fix zurück in ihr angebliches paradies ziehen
leave_fact;#Luegenpresse #FakeNews von den #oeffentlichrechtlichen #Mainstreammedien! Ursprünglich von #Islamisten gebaut. Das echte Bus-Barrikade wurde damals von der islamistischen Ahrar-al-Sham-Gruppe im umkämpften Aleppo errichtet, deren Fahne zeitweise auf den Bussen wehte. Ahrar-al-Sham ist stark umstritten.
construct;In Deutschland gibt's nicht ohne Grund die standesamtliche und die kirchliche Hochzeit.
construct;Ich dachte, die Bismark wär schon untergegangen? @cooluser123
leave_fact;"Mit dem ""Linksradikalen"" checkt man #ZDF klarer und der Tunnelblick ist auch auf #ARD am Start. Das hat nur noch die Aktuelle Kamera übertrumpft, aber selbst die haben nicht wirklich geglaubt, dass sie den ultimativen Wahrheits-Check bringen. Also besser genau gucken, wen man bei den Medien wählt!! @media_fakes"
opin;Die AfD is nich Teil von Deutschland!
opin;Als gläubiger Moslem ist das echt viel riskanter, tausendmal mehr.
leave_fact;Ja, voll. Wir kennen doch alle die Genauigkeit von Umfragen. Am 23. Juni 2016 wurde ne unumstößliche Entscheidung getroffen, die jetzt gültig und verbindlich ist. Dass @falscheNews jetzt schon einzelne Umfragen rausholt, die ihre eigene linke, grün-verseuchte europhile Agenda pushen...
construct;Schon echt seltsam, dass die Mehrheit Moslems sind und den Koran als Grundlage nehmen. Fakten sind halt manchmal schmerzhaft. @randomuser123
opin;Türkischen Botschafter direkt abschieben und sofort die Geldzufuhr stoppen Warnung vor Reisen, das checkt nur der ErdoWahn.
construct;Hey, das sind Verbrecher, die abgeschoben werden sollen.
construct;Wie viele Anschläge in Europa wurden eigentlich mit legalen Waffen durchgeführt? - Also echt!
construct;Mega nice. Zahlen WIR dann auch weniger Kohle?
construct;Checkt mal Berichte zum Alltag von Frauen in Kairo, zum Beispiel, und dann vergleicht das mit dem in, sagen wir, München. Als Linker kann man sich auch echt blind stellen. Mir geht da manchmal echt die Hutschnur hoch. @randomUser123
sarc;"Wenn die Grafik über linksradikale Gewalt wär, würde der Kommentar so lauten: ""Linke Gewalt nimmt stark ab - voll der positive Trend."""
construct;Genaueres gibt’s nicht? Komisch, dass F. Petty seine pol. Immunität verliert, aber nicht Merkel. Wahrscheinlich hat nur die #Opposition Plan davon.
sarc;"Und nicht vergessen: In die Mediathek hochladen, damit man ""Dinner for one"" auch morgen noch gucken kann! Da geht noch mehr. Beim Programmplanen ist noch viel Sparpotenzial drin! @randomuser123"
leave_fact;Aktivisten?! ECHTE LINKS-TERRORTYPEN!!!
sarc;Umfragezahlen brechen ein, da braucht’s dringend ne neue rechte Forderung. Gut gemacht @dark_pete
other;"Quatsch, Herr Meier. ""Das Netz"" das sind nicht sie. Und ihnen passt es nich, dass mal Klartext geredet wurde. Nur nicht von den Kuscheltypen."
opin;Wär's nich besser, einfach nich ständig mit d. Grünen Koalitionen einzugehen? Dann wär der Maghreb auch sicher erklärbar. @falscheUser123
leave_fact;unter kultur checkt sie sicher sowas wie wenn cousins und cousinen heiraten und deren bescheuerte kids dann fast die ganze welt kaputtmachen wollen
leave_fact;"Ihr verbreitet Falschmeldungen: Er hat gesagt ""auch ohne Pass Bürger von diesem Land"" und das ist was anderes als ""gehören zu uns"". Vaterlandsverräter @falscheraccount"
construct;Und Merkel hängt ab mit Diktator @falscheperson. #Scheinheilig #Doppelmoral --> #JA zu ner stolzen starken Türkei!
construct;Besonders wenn man sieht, dass clinto123 mehr als ne Milliarde Dollar im Wahlkampf verbraten hat.
construct;Schon wieder auffällig, dass die öffentlich-rechtlichen Sender gar nichts über die Ausschreitungen bringen... @randomuser123
sarc;"Gefahr für Leib und Leben? Wem gehört eigentlich der Hamburger Bürger? Da müsste ""der Herr Minister echt mal ordentlich durchgreifen"" und eingreifen."
opin;Was machen unabhängige Richter in den USA? Echt jetzt, wie blind seid ihr denn? Sobald ein Schwarzer vor Gericht steht, dann läuft da nix mehr gerecht ab.
construct;Ey, sieht der Spigel etwa anders?! Dann her mit den Fakten und Argumenten - das is, was echter Journalismus ausmacht! @fakenewschecker
opin;Man kann die Welt nicht durchs Evangelium lenken, weil das wär, als würde man die wilden Tiere frei laufen lassen. (Martin Lutz)
leave_fact;Linksverwirrter Typ
construct;Sagt der Typ, dem die komplett unkritische Presse als Echokammer für seine krassen Kriegsvisionen dient. @randomUser123
construct;Kein Drama hier. Ruhiger Spaziergang von polnischen Familien, die an den 11.11.1918 gedenken. @randomuser123
other;Ihr Heuchler, ihr verbreitet doch nur Falschinfos und Propaganda gegen die EU/NATO und Deutschland. @falschnetz_fake
construct;Sagt der Typ, der auch meint, es juckt uns null, wie viel Kohle er als Abgeordneter noch nebenbei macht. Mega Arroganz deluxe @randomuser123
opin;Da bin ich ganz anderer Meinung. Für mich bedeutet Faschismus vor allem Gewalt gegen irgendwelche Sündenböcke.
construct;Damit is Merkels Versprechen hinfällig, und das ganz ohne ihr Zutun. Das is echt Merkels Art. @user1234
leave_fact;Schaut euch mal die Lager in der Türkei und Libanon an und so. Klar, is nich wie ne eigene Bude, aber immer noch besser als kein Strom und kein Dach überm Kopf. In andern Ländern müssen Kids betteln! Und die kriminellen Flüchtlinge, da hört man nix von ner Klage? @fakesupport123
construct;Die islamischen Staaten sollten sofort alle Nicht-Muslime rauswerfen und keinen Tropfen Öl mehr abgeben!
leave_fact;6000 Leute... die keine Ahnung von Demokratie haben... total lächerlich... wir alle wissen, dass da nur Links- und Grünschleimer dabei sind... also whatever... @random_fanpage
other;"Was kann man als Bürger von ""mein Maasenland"" machen, wenn die Gerichte nicht zuhören und das VOLK taub bleibt? Türkei bleibt fremd T @randomuser123"
construct;In 10 Jahren 2 Millionen ohne Deutschkenntnisse – das stärkt voll die AfD! @fakeuser123
construct;Stimmt, am Ende sind es ja eh die Leute, die in Kapital-Lebensversicherungen einzahlen, also die Sparer, die das zahlen!
other;Nicht an dem Ort, wo ich Silvester gefeiert hab.
opin;Ein mega guter Kommentar! Endlich sagt mal jemand Tacheles zu den Zuständen in Saudi-Arabien, wie wir das bei @falscheraccountname schon ewig kritisieren. Merci!
sarc;"Diese ""Nazis"" sind echt schlimm!"
leave_fact;Was für ne Sprache redet die Alte?
construct;Welche Aktivis? Hier treiben #Stalker aktiv illegal #FakeAktivis ihr Unwesen. So ne private #GESTAPO aufzubauen hat nix mit gerechtfertigten Beschwerden zu tun. Selbstjustiz geht gar nicht in ner Demokratie.
opin;Ich find grad echt keine Worte.
leave_fact;Heiko is voll sauer, weil er nicht mehr Zensurboss spielen kann. @cooldude123
opin;"Was für ne riesen ""Muppetshow"" 😅 Linke Politikerinnen stricken, während die Abgeordneten der dunklen Fraktion nur an ihren Handys rumdaddeln. #Chaos @news_freak123"
leave_fact;Behauptet Herr Schmidt von talkspace ... die Hall of Fail der richtig bescheuerten Nazis.
sarc;Oder vielleicht durch den Vorgarten von den Clints? Man fragt sich echt, was am gefährlichsten wäre? Aber was sollte ihm in UK schon passieren? Da Charles doch?
construct;Yves Klein gehört zu den Künstlern, die während der Nazizeit aufm Index gestanden hätten!
construct;jetzt mal echt, bisschen mehr Respekt bei @xyz_tv und @abc_news bitte
leave_fact;Die Grünen sind so unnötig wie Nagelpilz.
sarc;Und wie habt ihr vor, diese fiesen Krebsgeschwüre loszuwerden? Mit „Kuschelpolitik“ etwa? @cool_account123
sarc;Hab das schon 2011 gesagt! Wo is denn jetzt der Respekt? @cooluser123
other;Zum Glück startet morgen der Karneval in Köln <----- nur die coolen Leute hier
construct;Krass, wie hier #asyl und subsidiärer Schutz durcheinandergeworfen werden, nur damit Frau #Musterfrau ihre Aussagen als falsch hingestellt kriegt...
opin;nur Doppelkoalitionen mit @partyX? hast du mal an Rot-Grün gedacht?
leave_fact;Hoffe, die stolpern drüber. Seehofer ist doch n Auslaufmodell und kann nicht ganz Deutschland für sich beanspruchen. Wie angeschlagen ist eigentlich Merkel?
sarc;Faire Straftaten für die deutsche Justiz sind, wenn ein Sexualstraftäter mehrfach zuschlägt und trotzdem nur Bewährung kriegt #echtjetzt @falscheuser123
construct;Es wurde nicht ein einziges Mal erwähnt, was die Leute in der Türkei eigentlich so krass an der aktuellen Regierung feiern. @falscherAccount
leave_fact;Sind die öffentlich-rechtlichen Medien, die wir alle mit Zwang zahlen, echt neutral und unparteiisch?
sarc;Klar, Polen nimmt auch ständig deutsche Staatsbürger gefangen, unterstützt Terror und schickt religiöse Extremisten nach Deutschland. @randomuser123
construct;Das klingt echt nach Schilda! #G20 ist vorbei und 32 Reporter, die da waren und dann abgehauen sind, haben nachträglich ihre Akkreditierung verloren. @fakespotter
opin;Kaum zu fassen...
construct;Warum quatscht ihr dauernd über Antisemitismus? Falls ihr mit Semiten die Juden meint, checkt mal, dass die Mehrheit der Semiten Moslems sind und die Juden weltweit zu 92 % Khasaren, ca. 3 % Konvertiten und höchstens 5 % Semiten sind. Zu Luthers Zeiten war ganz Europa antisemitisch. #FakeUser123
construct;Kann die #XYZ-Partei nich checken, es geht nich um fehlende Infrastruktur, sondern darum, dass WIR unsere Identität verlieren!!!
leave_fact;Mit seinen Anschuldigungen gegen Deutschland beweist er nur, dass er seine Schulzeit im Express-Tempo durchgezogen hat. Kein Anstand!! @randomuser123
construct;Außerdem is das schon uralt! Und das is noch viel früher passiert, bevor er überhaupt US-Präsident war! @randomuser123
construct;"1. welcher clan genau  
2. was meinst du zu folgender kombi bei nem kumpel von mir: mutter türkisch papa deutsch"
construct;Er gibt voll den Eindruck, als würden jeden Tag Hunderttausende abgeschoben ?! Wahlstress! @falschaccount123
construct;Warum? In Deutschland wird keiner Türke einfach so verhaftet. Herr @max_muster_de Sie labern mal wieder ohne nen Funken Ahnung.
opin;Ein Mensch bleibt ein Mensch, nicht jeder Deutsche ist Nazi, nicht alle Muslime sind Salafisten oder Anhänger der Scharia...
leave_fact;Wendehals #Falkenberg schafft es einfach nich, der Versuchung nach Macht in der Regierung zu widerstehn.
leave_fact;Hab noch voll im Kopf, wie die deutschen Medien abgingen, als die krassen Faschos in Istanbul Amok liefen #Gezi #FakeAccount123
opin;Jetzt gucken die Nägel aus dem Beutel raus – sagt man so in Ungarn.
opin;#Erdoganz sucht frische Kohle fürs Brückenbauen Deutschland zahlt nix mehr #Türkeiland
opin;aber dann würden die Leute bestimmt weniger kaufen & Riesenfirmen wie @techking nur noch halb so viel Kohle scheffeln... #SarkasmusAus
leave_fact;Ist das etwa wieder n Werbungspost für den Drogen Beck und diese völlig überflüssige Beauftragten-Position? Ich hab kein Bock auf Juden und ihr könnt mir das nicht verbieten oder umändern! Die sind die Hauptschuldigen für das Chaos, in dem wir heute leben. @unbekannt123
opin;So läuft das halt in der Politik: Haifischbecken, schwimm oder geh baden, wehr dich!
leave_fact;Wer glaubt euch denn überhaupt noch? Die großen Medien sind doch von den neuen Gesetzen ausgenommen. Ihr habt ja selbst mit dazu beigetragen, dass es die neuen Gesetze gibt. @falscheUser123
leave_fact;"""... alle durcheinander & euch voll im Kopf verplant...""  Nächstes mal einfach mal die Rechtschreibfehler checken."
leave_fact;ekliger ätzender staatslumpen aus HH @xyzabc
other;Wieso sind linke Leute mit Migrationshintergrund eigentlich bundesweit so krass vertreten??? Und das sogar prozentual viel mehr!!! @echteruser123
sarc;Ein selbstverliebter Typ, der null peilt, wie die Welt läuft, sieht halt genau so aus, wie so’n selbstverliebter Typ, der nix checkt. @randomuser123
sarc;Nennen wir sie mal... Ähhm... Ich hab's, AfD-Fans! Klingt doch gut, oder?
construct;Außerdem: Nach 20 abgefackelten Karren haben wir tagelang über linke Gewalt geredet. Und jetzt, wie sieht’s aus nach diesem Anschlag? @anderer_account
opin;Diese Überheblichkeit geht echt gar nicht klar.
leave_fact;Oh Mann, sagt die Frau, die mit @falscheperson quatscht und meint, dat seien nich alle Rassisten.
opin;#NeuVerpackt Alter Wein in frischer Hülle?
sarc;Sollen wir die jetzt Terroris nennen? Mihaha, voll unwahrscheinlich!
construct;Ob der Typ das auch so bei der Bankenrettung gesagt hat oder bei den Milliarden, die für illegale Einwanderer verpulvert werden? Die Bauern sind wichtig. Illegale Migranten? Nicht nötig. Was für ein Blender! @randomUser123
opin;Genauso wie die Alliierten im 2. Weltkrieg das Recht und die Pflicht hatten, Hitler-Deutschland zu stoppen, so muss die freie westliche und wenn vorhanden auch freie östliche Welt den seit 7 Jahren andauernden Krieg von Assad gegen sein Volk beenden. @falscherAccount
construct;Das hört sich gut an und stimmt natürlich. Aber Herr Müller, was genau tun Sie eigentlich, um Kids vor Missbrauch zu schützen, ihnen trotz Herkunft ne faire Chance zu geben und die Lage in den Schulen zu verbessern? (JK)
sarc;Die #SPD kann eigentlich dankbar sein, dass die Unionsparteien sich zoffen, sonst würden die noch weniger Stimmen abbekommen.
opin;Kaum zu glauben.
construct;Und wie sieht’s dann mit der AfD aus, oder wird da wieder mal ’n SPD-Maase drübergelegt? @randomuser123
leave_fact;Ein irakischer Flüchtling, der heftig unter Mordverdacht steht, entkommt völlig ungestört zusammen mit seiner Family aus Deutschland – und zwar zurück in das Land, vor dem er angeblich fliehen MUSSTE! Voller Asylwahnsinn! #FamNachzug #Weisburg #Asylchaos #M_rkel #B_A_M_F @fakeuser123
construct;Man dreht nur dann eine Abmachung um und versucht nen Staat wirtschaftlich kaputt zu machen, wenn man ihn stürzen will. Hier geht’s weder um die Bombe noch um die Sicherheit in der Gegend. Es geht darum, aus Iran nen zweites Syrien, Irak und Libyen zu machen.
leave_fact;labertasche
leave_fact;Nicht aufgeben. Die Grünen zeigen jetzt ihr wahres Gesicht.
leave_fact;Die Ausdrucksweise, die unsere moralisch überlegenen Gutmenschen bei Attacken auf die AFD bringen, erinnert sehr stark an Goebbels und Freisler. #falscheraccount123
leave_fact;und dieser Typ mischt sich überall ein, als ob’s ihn was angeht oder so. #doppelmoral
leave_fact;Was für ein Wunder - obwohl der Staatsfunk dauernd Werbung macht und die SPD am Boden liegt, sind die Grünen (mit Quereinsteigern wie Giering-Eckhardt) zuletzt in den Umfragen hinter der AFD gelandet. @falschePerson
sarc;Kennst du My Fair Lady? Mach mal!
opin;Alle Regierungen begehen Kriegsverbrechen. Und in Deutschland soll das im Namen vom Volk passieren??? Auf keinen Fall in meinem Namen!!!!!
other;BOEHMERMANN hätt echt Minister am Start sein sollen
other;Hab grad noch ne alte Data Becker Cliparts CD von 95 entdeckt @coolclipartz
leave_fact;100% von den Nörglern und Meckertanten feiern auch @newsfreak_tv und @deutschlandsnews. 88% vermissen den Angreifer. 1933% wünschen sich die alte Wochenschau zurück. 297% sind schlecht im Rechnen und sibenhunderfunfundzwanzig Prozent können Deutsch nicht gut, obwohl sie angeblich arisch sind. Echt traurig.
opin;Die Verfassungsschutz sollte die AfD schon längst im Auge haben.
opin;Jeder, der so was macht, ist total geistig verwirrt! Egal, welche Religion oder Nation er hat!
other;Darum hat er ja auch zum Februar aufgehört.
leave_fact;In Deutschland wär uns eher ein Trump lieber als so ein Stasi-Maas @randomuser123
sarc;Hat sich eigentlich schon jemand von @falscheraccount bei Seehofer für die hammer Umfragewerte bedankt? Keiner hätte das so krass hinbekommen können..ß
leave_fact;Es gibt immer noch diese ganzen Gutmenschen...
leave_fact;ARD und ZDF = StaatssenderCDU = Die schwarzen Konten vom Helmut KohlCSU = KARL-THEODOR ZU GUTTENBERG Doktortitel wegFDP = SILVANA KOCH-MEHRIN Doktortitel wegCDU = ANNETTE SCHAVAN Doktortitel wegDie Grünen = VOLKER BECK Drogen-Skandalund so weiter, usw.@fakeuser1 @fakeuser2 @randomacct
leave_fact;"In Chemnitz haben aggressive ""Flüchtlinge"" wieder mal ein Blutbad verursacht und Herr Müller antwortet mit nem Konzert, bei dem ""Deutschland ist Mist"" gesungen wird? Irgendwie hab ich Zweifel, ob Herr Müller wirklich meine Anliegen als Bürger vertritt."
leave_fact;Diesen Kulturverlust sieht man doch erstmal bei @xyz_kunst. Jetzt hört ihr nur noch auf die Staatsmedien.
opin;Ich denk mal, ein winziges #failstateSaxony wär wohl echt angebracht, oder? Diese #pegidafd Clowns müssen echt gebremst werden, dafür können die Leute aus Dresden gern montags bei #nopegida Demos mitmachen! #dd2409 @fakename123
construct;DIE DEUTSCHE SCHULE IN ISTANBUL MACHT ZU UND DAS WISSEN SCHON ALLE, HABEN SIE SOGAR EINGESCHLOSSEN @coolfakeuser
opin;Ist halt immer noch besser, als so nem Jihadisten ewig den Hintern zu retten, ganz zu schweigen von der Gefahr.
opin;Schon wieder so ein Fall von falscher, naiver Toleranz von der @sicherheitswelt.
opin;Merkels Leistung: Katastrophal! Mal ehrlich – fast die Hälfte der Leute denkt, dass #Merkel sofort als Kanzlerin zurücktreten muss. Unter ihren Regierungen wurde unfassbar viel Wohlstand zerstört, wie man es in friedlichen Zeiten kaum je gesehen hat #NeueCDU @falscher_account
opin;Erstmal is es voll unfair, sich in n Wettbewerb einzumischen. Und zweitens, Schäuble, der ja mit Schuld an der riesen Armut in Griechenland is, sollte checken, dass Leute wie Merz von der Finanzmafia nix in der Politik zu suchen haben. Diese Typen schaden Europa immer noch krass. @randomUser123
leave_fact;#Müller123 ist echt der König der Dummköpfe. Krass, dass so ein Typ Innenminister sein kann...
opin;Falsch - Kühnert war direkt von Anfang an gegen die Koalition und hetzt seit Beginn gegen die. Maaßen wird auch noch als Argument missbraucht! @LukasTeller
leave_fact;"Es dreht sich nur um ""die 93% der unerlaubt eingereisten Migranten & die 80 Mio, die noch erwartet werden"" & nix anderes""!! Da bringt auch die Fake-News vom grün verseuchten Sprachrohr der Asyl-Lobby ""NeumannX"" nix! Und im Osten fallen die Grünen locker unter 5% – hier gewinnt der Verstand gegen die Blödheit!"
opin;Da wird ne altbekannte Sache angesprochen. Und die GroKo checkt mal wieder gar nix davon. @randomuser123
other;Die Richter wohnen wohl genau wie die Regierung im Bunker. Darum juckt sie der Normalo nicht. Der kann easy gehen, 1000 andere warten schon draußen. Ach nee, sind ja Millionen!!!
construct;Woran erkennt die Tagesschau, ob ne Stadt das hier oder das da macht?
leave_fact;Das kann er gern mal @falschaccount sagen, die will doch uns Deutsche gegen Islamisten austauschen!! Tausende von Messermännern und Vergewaltigern hat sie reingelassen!! Und was meint er zu diesem ganzen Linksdrall???
sarc;Sie hätt auch einfach ihren Einkaufszettel vorlesen können. Komplett sinnfrei genauso.
other;Flüchtlinge in Spanien: Spanien sucht 'ne Lösung, die nich spanisch is. Die EU soll das regeln. Merkel, mach mal!
construct;Ach nee. Der ist genauso falsch und verlogen wie der ganze islamistische Haufen. Das Verhalten der Regierung gegenüber #Erdogan zeigt mal wieder, dass es nicht um die Leute geht, sondern nur ums Business. @falsche_account123
leave_fact;Die Leute sollen vor der mega wichtigen #Hessenwahl echt für dumm verkauft werden! Tatsache ist: Merkel hat mit ihrer unkontrollierten #Masseneinwanderung auch den islamistischen Terror nach Deutschland gebracht. #Koeln @falscheruser123
construct;"Leider werden die Linksextremen immer ""vergessen"". Wieso eigentlich, Frau @BerlinPowerXYZ?"
leave_fact;Leute vertrauen dem Staat und der Justiz nicht mehr, wenn für Terrorunterstützer alles möglich ist, aber für Obdachlose nix passiert. @falscheraccount
leave_fact;Joa, die AfD is voll rechtsradikal und mindestens 87% sind gegen die. Also halt mal die Schnauze und setz dich! @random_user123
construct;Brudi Jan, was hast du gemacht, um deine Schuld loszuwerden? Wie viele Geflüchtete/Migranten wohnen eigentlich bei dir? Voll die Heuchler! @falschername123
other;Geht echt nich viel dümmer!
construct;"Ihr ""Gebrüll"" soll wohl wieder #Satire sein, oder? Mal ehrlich, denkt ihr echt, dass auf solche Tweets jemand ernsthaft reagiert? Probiert doch mal, selbst Politik zu machen ...... @falscher_account"
construct;Nach Angaben vom Innenministerium, das von der CDU geleitet wird, werden 83% der antisemitischen Delikte von Rechtsradikalen verübt @TechMaster99
leave_fact;verdammt nochmal ne neue Fabrik aufmachen.. Sicher nich so gemeint.. Link is hinterner Paywall.. Schlau, @blickpunkt! Man kann das Statement aber auch auf youtube checken, dauert nur 2 Min https://www.youtube.com/watch?v=rmEeJAtmcSw …@blickpunkt das deutsche CNN FAKE NEWS!!
sarc;Viel Vergnügen mit den Grünen, Leute!
leave_fact;Rauferei, gleiche Leute, alles wieder gut. Ihr seid durch. Euch alle zusammen in ne Klinik zu stecken wär das Beste. Mehr am Volk vorbei geht echt nicht! Alles hat seine Folgen.
opin;Integrierte sollten natürlich hierbleiben. Aber straffällig gewordene können von mir aus zu Fuß zurück! Und ob die sich danach das Leben nehmen, geht nur die selber was an. Dem Herrn @falschkonto das anzuhängen ist echt peinlich.
other;Religiöser Extremist. Was sucht der eigentlich in Syrien? Soll von Israel mal ordentlich einen drauf kriegen?
sarc;Weil ich für die Intendanz-Besetzungen von ZDF ARD DLF und Welle verantwortlich sein soll? Nope, bin ich nicht. @randomUser123
leave_fact;Schon mal von Markenrechtsverletzung gehört? Unsere liebe Chefin Frau @xyz_unbekannt hat sich die Raute ausgedacht!!
construct;Jetzt checkt man, warum so viele, die für diese Asylpolitik sind, keine eigenen Kids haben @randomuser123
opin;Jeder Freelancer läuft das genauso. Lass dich von ein paar Vollidioten nicht einschüchtern. Deinen Style und deine Meinung passt du weder bei ner Podiumsdiskussion noch bei anderen Events an, man verpflichtet dich ja, genau weil du so bist, wie du bist. @randomuser123
opin;4% musste genügen – ein echtes Armutszeugnis für die damalige Arbeiterpartei.
construct;Im Iran und in den USA gibts Todesstrafe... und mit beiden Ländern sind unsere Politiker tight... Türkei (Erdogan + AKP) wollen die Todesstrafe wieder reinstellen und unsere Regierung steht voll hinter dieser Terror-Regierung @falscherAccount123
construct;Ich hab's jetzt klarer gemacht. Als Kriegskind und Zeitzeuge erzähl ich u.a. in Schulen. Hab versucht, mit der Landeszentrale für politische Bildung zusammenzuarbeiten, aber ohne Erfolg. @historyvoice23
sarc;Na wenn das mal keine Fotomontage ist.. Die armen Kids in Israel. Echt zum Mitleid haben. Statt am Spielen wird denen von klein auf eingeredet, dass die ganze Welt (Muslime, Christen) ihre Gegner sind. HÄNDE WEG VON DEN KINDERN @falscheraccount123
construct;Wo genau hat er die Möglichkeit gekriegt, frei zu leben, zur Schule zu gehen, 'ne Ausbildung zu machen und Fußball zu zocken (für ordentlich Kohle)? @neuehilfe
other;lächerlich.peinlichkeits-exzess
construct;Hab da mal ne Frage: Haben in #Saxony voll die #SA am Start? Dieser miese Nazi-Witz ist echt schlimm und macht die #Nazis-Verbrechen voll klein. Echt ekelhaft. #CrimeScene #ChemnitzCity #Newsflash @randomaccount
construct;Wenn die Leute sich Faulheit im Umgang mit Rassismus ankreiden lassen, sind sie dann gleichgestellt mit den faulen Politikern? Oma meint: Wie man in den Wald ruft, so hallt es zurück! Und nicht alle sind Nazis, klar! @falscheraccount
construct;Die AfD ist dagegen, dass man den Rundfunkbeitrag zahlen muss. Es sollte freiwillig sein. @randomuser123
leave_fact;Herr Maas... könnten Sie nicht einfach verschwinden? ...wäre echt angenehmer für die, die schon länger hier wohnen. Als Bundesjustizminister waren Sie voll die Fehlwahl und als Außenminister?... grmpf... lernen Sie erstmal ordentlich Englisch... das wär mal was... @falscher_account
