label;text
leave_fact;Drei Jahre sind vorbei und mehr als 90% der Geflüchteten hängen immer noch am Tropf der arbeitenden Steuerzahler und armen Rentner. Für die Rentenabsicherung fehlt das Kapital, aber Milliarden und Abermilliarden fließen zur Versorgung von Fremden. Merkel, die Feindin des Volkes. @falscherAccount123
construct;Und Millionen, die abgestimmt haben, waren dafür. Das is Demokratie, also kommt klar damit! Und Linksextremismus habt ihr wohl glatt übersehen, oder? Was für Heuchler. @falscheaccount123
construct;Hey ihr unwissenden Mitleser. Fallt nicht auf die Nazi-Trolle rein, die hier rumlungern. Ihre Lügen, Verdrehungen und falschen Aussagen verfolgen nur ein Ziel: ein arisch-reines Deutschland zu schaffen. Denkt mal drüber nach, was beim letzten Mal, als sowas versucht wurde, passiert ist... @fakeuser123
opin;Die #CDU macht sich ready für die Koalition mit der #AfD. @randomUser123
opin;Die bisherigen Regeln reichen völlig aus und werden durch den neuen Gesetzesentwurf im Großen und Ganzen sinnvoll ergänzt bzw. erweitert – ein extra Gesetz (überlegt und wieder verworfen) ist nicht nötig, wohl aber mehr Personal überall. #germimmlaw @randomuser123
leave_fact;Titel mal wieder voll irreführend. In Tunesien gibts schon seit Ewigkeiten keine Todesstrafe mehr. Die Tagesschau kümmert sich mehr um die Terroristen als um deren Opfer. Zwangsfinanzierter kommunistischer Kasperverein. @fakesocial123
construct;"Bei meinen WLAN Nachbarn war ein ""KaiserreichXYZ3"" am Start. Hab meins ""AntifaMauer99"" genannt und zack, das Kaiserreich war weg."
opin;Hoffe echt, dass jemand die Clips vom Hausbesuch gesichert hat, der Politiker muss echt komplett rausfliegen. Ey, und wo is eigentlich der Verfassungsschutz in dem ganzen? Kann mir da @sicherheitscheck mal weiterhelfen?
leave_fact;Unglaublich!! Und vom Öffi-TV hört man zu dem Thema keinen kritischen Ton! Die Regierung soll angeblich keine Ahnung haben? Joa, Ahnungslosigkeit war schon immer das Markenzeichen dieser Superheld*innen!! @fakespot123
opin;An alle Nazis hier! VERPISST EUCH!
leave_fact;"In 3 Jahren, wenn noch mehr Leute wach werden, weil wir jetzt voll viele neue Freunde/Nachbarn/Kollegen kriegen, die dann sicher auch den Gutmenschen klarmachen, wie sie deutsche Gastfreundschaft wirklich sehen, sieht die Lage ""GANZ"" anders aus – dann bringt Propaganda nix mehr."
opin;Wer Visionen hat, sollte lieber zum Doc gehen! Helmut Schmidt hatte klare Ziele, keine Visionen. Genau das war der Unterschied.
leave_fact;Es liegt nicht nur an Merkel, sondern an DIESER POLITIK, die auch von den Etablierten Parteien unterstützt wird, und die Grünen sind Deutschlands Feinde. Aber das checkt ihr nicht, weil euer Denkvermögen sehr eingeschränkt ist. @randomuser123
leave_fact;Das sind die Fakten: Wer sich gegen die Stasi-Mutti Merkel stellt, wird plattgemacht. Die SED-Truppe hat das schon immer so gehandhabt: „Wer nicht auf unserer Seite ist, ist gegen uns.“ Der Vollstrecker aus Leipzig hat den Rest klargemacht. Regieren geht echt easy so! @falscheraccount123
construct;Zeigt mal die Bullen-Gewalt, die hier in Europa angeblich zur Demokratie passt. Zeigt doch die wahllos festgenommenen Demo-Leute, die verletzt oder tot sind. Aber nee, lieber nur berichten, was außerhalb der EU alles mies läuft. #scheinheilige
construct;Merkel trifft Rentner hart: Keine Rentenreform gemacht UND die EZB-Nullzins-Strategie hat Sparer und Altersvorsorge kaputtgemacht. Nullzins wegen irrer Staatsschulden von EU-Ländern – unter Merkel stieg unsere Schuld um 850 Mrd auf 2.200 Mrd:   WOFÜR?? @falscheraccount123
construct;Und seit 2005 bzw. 2015 labert Merkel wie ne kaputte alte Schallplatte: „Deutschland läuft besser als je zuvor“. Meiner Meinung nach meint sie nur die Großen und Reichen, aber den Leuten geht’s so mies und unsicher wie schon lange nicht mehr. @real_fakeuser
construct;Jeder Verbrecher ist einer zu viel. Kein ausländischer Täter wird akzeptiert. Wenn man nicht konsequent abschiebt, verliert die Migration immer mehr Akzeptanz. Dafür braucht man keine Zahlen.
leave_fact;Der frische Trump Shithole-Skandal soll wohl nur ablenken von der neuen Twitter Shadow Ban Zensur https://www.youtube.com/watch?v=yRqWsZdO8hY …@FakeNewsCheck @tagesschau_de @newsflash_de @leftvoice @globaltimes @news24h #talkshow @dailynews @regionradio @citytv @newstoday @youthpress @updatezeit @magazindaily @starsnews @rtlshow @tv
construct;Sie bringen den Kommentator ohne eigenen Input...der angeblich mal 'vielversprechende Satiretyp' war schon immer eher mittelmäßiger Blödelmacher...merkt man erst bei einigen, wenn es um Antisemitismus geht... @randomuser123
construct;Klar gegen Terror sein, aber sich bei nem Land wie @falscheraccount entschuldigen, wo der ganze Terror gestartet wird und trotzdem weiter Waffen verkaufen – voll die Heuchler.
construct;Thierse über die Flüchtlingspolitik ungefähr so: „... ganz ehrlich ... Das dauert viel länger, kostet viel Geld und echt Nerven...“ Ja, wenn’s nur dabei bliebe, Herr Thierse, aber Merkels Flüchtlingspolitik kostet leider auch Menschenleben. Frauen und Kinder werden misshandelt und so weiter. @realFakeUser123
construct;So ekelhaft, die ganzen Rechten sind mal wieder am Start hier. Menschen in Lebensgefahr müssen gerettet werden! Die Gründe, warum jemand in Lebensgefahr ist, sind total egal! Es zählt auch nicht, wer da in Gefahr steckt! Selbst wenn’s Bernd #Höcke wär, würd ich ohne zu überlegen helfen! #SeaBridge #thanks @randomuser123
leave_fact;Auf irgendeine Art müssen die NATO Kriegstreiber, Nazis, Zionazis & ihre saudi-arabischen Despoten ihre geflohenen extremen Fanatiker einbinden, nachdem es ihnen nicht gelang, den säkularen #Syrien Assad zu stürzen @newsflashx @taginfo @alternative_tv #linken @greenparty_de @spd_news @pheonix_live @dpa_news @kenfm_team @wagenknecht_sylvia
opin;Ich füge hinzu: „Bei anti-muslimischen oder islamophoben Angriffen läuft’s auch nicht besser! Fazit: Viele Deutsche sind leider echt Rassisten!“ @falscheaccount
other;Exakt, aber was is der Ursprung davon?
leave_fact;Nicht die Gewalt wird verurteilt. Sondern die Leute, die nach nem Mord durch Asylanten an nem Deutschen demonstrieren, werden kriminalisiert. Die Verbrechen der Täter werden komplett ausgeblendet! ...Man bleibt echt sprachlos bei so ner Ignoranz der Regierung!
sarc;Irgendwie taucht immer mehr auf, was die angeblichen Rechten angeblich gemacht haben sollen, obwohl laut PKS die Angriffe von Vermummten auf genau diese sogenannten Rechten ausgegangen sind – haben die angeblichen Rechten am Ende etwa auch das Messergemetzel an Daniel H und Co verübt?! @falschaccount123
leave_fact;Das is mega lächerlicher Empörungsjournalismus. Keina Affe wurd verletzt. Hauptsach ihr ballert net zu viel Dreck aus euren staatlich bezahlten Monsterkarren und Köpfen. Richtig ekelhafte Doppelmoral. @fakeaccount123
construct;Die @coolguy123 will checken, wie man am besten die syrischen Flüchtis zurückbringen kann und ihnen dabei Sicherheit bieten.
leave_fact;Hey @newsblitz... gebt bitte euren Auftrag zurück, wirklich neutral (und überhaupt) zu informieren! Was hat die Dürre denn mit der Ermordung von Christen zu tun? Zeigt echt, wie doof euer Staatsjournalismus ist!
leave_fact;"@newsflash ihr habt vergessen, dass der #Volltrottel @Messi123 jetzt Opfer spielt und natürlich die ""Rassismus-Karte"" zieht. Aber Respekt, dass er den FEIGLINGEN vom @gfball @gfbal_team die Entscheidung abnimmt, was die eigentlich schon viel früher hätten machen sollen #Krise"
construct;Unbefugtes Aufmachen der Grenzen und dabei die parlamentarische Demokratie missachten, das nennt man Amtsmissbrauch. Ganz bewusst wissend, dass dabei Mörder rein kommen, die dann auch morden, das ist Beihilfe zum Mord. @randomuser123
sarc;Inschallah, Herr M. Inschallah.
construct;Unklar bleibt nur, welches Faktengebilde euer Faktenbauer zusammenzimmern wird, um zu behaupten, dass die Gefahr nur von rechts ausgeht.
leave_fact;Nachrichtencheck quatscht nur Mist und labert voll den Merkel-Kram nach, ihr seid echt zum Fremdschämen @falscheskonto
construct;Habt ihr echt nimmer alle Tassen im Schrank, dass ihr so nen Quatsch auch noch teilt?
opin;die metoo bewegung kommt jetzt auch in der deutschen politik an....gesetze sind schon da, müssen nich geändert werden. opfer sollten täter melden und anzeigen. wer das nich macht, darf sich nich über zu wenig justiz beschweren @neueskonto
construct;Tatsächlich haben ALLE Fraktionen im Deutschen Bundestag Hartz IV durchgewunken: SPD, GRÜNE, CDU/CSU und FDP! DIE LINKE war 2003 nicht mit voller Fraktionsstärke im Bundestag am Start – sonst hätte wenigstens DIE LINKE die Bundestagsfraktionen würdig vertreten… @social_fakeuser
other;Ach ja, #metoo #NOGROKO #Yücel Und dann ging’s plötzlich richtig los, woher eigentlich dieser rassistische Herrenmenschen-Kram bei diesen US-NATO-Zombies herkommt, die uns in alle Kriege reinziehen und lieber die Armen statt die Armut beseitigen wollen https://www.youtube.com/watch?v=V1Im_bQLKDc&t=2125s … @mediencheck @infochannel @newsdaily @tageszeitung
opin;Jüdisch sein is voll Teil von #Deutschland! #Islamisten und #Salafisten? Die gehören niemals dazu! #NieMehr Faschismus oder #Antisemitismus! @falscheraccount
leave_fact;Dein Kumpel meldet sich, Herr Augstein... Wie tief geht’s noch? Wie #GB #USA #NATO ..Lügen am Start, sollte doch klar sein...#Irak #Libyen #Jugoslawja #Kosovo #MH17 #Doping #Syrien #Krim #Georgien....Sind die #DE Medien ungebildet oder doch korrupt? @falscheraccount
other;Shadowban-Check! Hashtag: #AngelaStoppt Dieser Tweet wird NICHT beim Hashtag Angela gezeigt! Das ist doch klare linken Zensur!
leave_fact;"""Fremde ausm Ausland kriegen hier kein Platz""... Jetzt können unsere bunten Vielfalt-Toleranz-Antifa-Fans, diese ganzen ""Gutmenschen"", endlich voll durchziehen und ihr Lieblingswort wie immer laut raushauen... ""Nazi Nazi..."" Hör ich da was???--- @randomUser123"
leave_fact;"Der #AntiFaFanboy #Musterling als ""Wahrheitschecker"" und Sprachrohr von der Mainstream-Sendung und Merkels verlängertem Arm – keinen Buchstaben wert. Antisemitismus kommt heute hauptsächlich von links und aus islamistischen Kreisen. Der Rest ist, wenn überhaupt, nur ganz wenig vorhanden."
construct;Wo steckt @xYz_123, die sonst immer als Erste mit ihrer großen Klappe Feuer schreit? Und Bundespräsident Steinmeier, der sonst immer die Cops feiert – haben diese ganzen Labertaschen jetzt echt keinen Mumm, der Polizei öffentlich mal eine Ansage zu machen?
leave_fact;Ey, hat unser linker Staatsfunk immer noch nicht kapiert und hetzt weiter gegen Seehofer? Das Einzige, was an dem Masterplan echt mies ist, is dass da wahrscheinlich kaum was wirklich gemacht wird.
other;"Es war die Überheblichkeit, die gezeigt wurde. Vor allem von #TrainerX, der bei den Spielern generell gemieden wurde, weil er sich selbst für den großen Chef hielt. Viele andere Kicker waren voll drauf und dachten, alle machen auf brave Mäuschen vor dem ""Weltmeister""."
leave_fact;Total witzig, dass die Marketing-Profis @xyzpromo vorgeschlagen haben, dass Merkel für ihre Ansage ’nen blauen Blazer anzieht. Checkt ihr nicht, wie peinlich die Frau eigentlich ist?
leave_fact;Wahrscheinlich der blödeste Dialogteil der gesamten Kampagne #Deutschlandspricht, den die @NachrichtenShow den Leuten zum Verarschen vorsetzt. Komischerweise glauben manche das echt und checken nicht, was dahinter steckt.
construct;Der Unterschied ist: Mit @MaxFischer & Crew ging die SPD zusammen mit den Grünen HEUTE voll motiviert an der Spitze mit Bush in den Irak rein.
construct;Nicht vergessen: Hamas ballert halt blind rum, während Israel gezielt auf Kids zielt. @randomfakeuser
leave_fact;Geht @sternchenfrau voll auf'n Keks, dass die rechtskonservativen Parteien als Sieger aus der Wahl rausgehen. Wer bestimmt eigentlich, was Desinfo ist? @blaubird_ hat Frau Merkel mit ihren Aussagen zu Chemnitz am Start? Oder doch @tvkritiker99 von ARD/ZDF, die ständig wegen Lügen Kritik kassieren...?
leave_fact;Das geht doch nicht mehr klar. In was für einer Welt leben wir eigentlich? Sind wir alle plötzlich in irgendeiner afrikanischen Bananenrepublik gelandet? Es wird Zeit, dass wir alle wach werden und uns wehren. Wo bleibt denn der #Aufschrei? Ist das schon alles oder nur die Spitze vom Eisberg? Wer zieht hier eigentlich noch Nutzen raus? @random_user123
other;Ey du Bulle-Kind !!11!1!11
other;Vandalismus? Läutet die Glocke noch?
construct;Der #Shutdown bringt FBI, Finanzämter, Umweltämter und Gerichte komplett zum Stillstand. Genau die Bereiche, vor denen #Trump am meisten Schiss hat. @falschername123
leave_fact;Die sollte ganz chillig im Irak verrotten @randomuser123
opin;Illegale Migration ist nicht das gleiche wie Flüchtling sein.
construct;Der Justizminister, der vor dem Anschlag am Breitscheidplatz null Anzeichen von Terror im wilden Zustrom der Leute erkannt hat, gibt sich jetzt voll als moralische Instanz und trägt damit nen großen Teil zur gesellschaftlichen Katastrophe bei! @falscher_user
leave_fact;Wenn ihr von #Europa redet, dann sollten wir Einheit mit Russland suchen! Ich glaube, ihr meint den von Lobby und NATO kontrollierten EU-Block. Also bitte keine #FakeNews, sondern klare und richtige Aussagen! @veritas_news
sarc;#reiseSyrien: Blex wird in Syrien voll als Dorftrottel vorgeführt und als Lockvogel für Terror missbraucht. Echt jetzt, @neulandpartei, wir holen Assad nach D, damit er die Flüchtlinge wieder zurückschickt in die angeblich gar nicht so schlimme Heimat.
leave_fact;"Ich find’s echt niedlich, dass du versuchst gegen meinen Troll-Post anzukommen, aber das ist nicht so dein Ding, merk ich schon ;) Hör mal auf so'n Prinzipienreiter zu spielen, das wirkt voll lächerlich. @falscheraccount"
sarc;Hab schon lange nich mehr so gelacht!
construct;Vielleicht sollten die @xyz_offiziell endlich klarmachen, was das echte Problem in D ist und warum sie grad sauer sind. Solang die sich wie Nazis aufführen, müssen sie auch damit rechnen, so behandelt zu werden.
opin;Trump und seine simple Erpressungstaktik, echt krass! @randomuser123
construct;Darum haben die über ein Dutzend krasse Angriffskriege ohne UNO-Erlaubnis gestartet... Und trotzdem steht ihnen immer noch das stärkste Veto zu. Diese krasse Doppelmoral geht echt nicht klar... @falscheaccount123
leave_fact;Die linken Faschos Erika Stasi IM Klemke verbreiten Hass und Zorn durch ihre Überfremdungs-Politik @fake_account123
leave_fact;Von den 23 Geflüchteten, die Lettland nach der Umverteilung aufgenommen hat, sind schon alle wieder aus dem Baltikum weg. Kann man ihnen echt nich übel nehmen. Die Blödheit von unseren Behörden hat sich überall rumgesprochen. Für die frühere DDR-Merkel heißt es >Migranten First. Das Volk wird als ahnungslose Menge gesehen. @falschiuser
construct;Die Türkei jagt und tötet Kurden! Wo bleibt eigentlich der Protest von der deutschen Politik? Stattdessen werden die Angriffe mit Panzern und so unterstützt. Und wegen Israel: Israel muss sich verteidigen, wenn da ’ne Horde durchgeknallte HAMAS-Terroristen an der Grenze auftaucht. @realfakeaccount
sarc;Nur einfach mal zum Erinnern...
construct;Die @falscheSeite und @andererAcc sind voll verantwortlich für den ganzen Mist hier.-Islamisierung -Altersarmut -Rekordhohe Steuern -Sicherheit wird von Jahr zu Jahr mieser WOLLEN WIR DAFÜR ECHT DANKE SAGEN???
leave_fact;Dieser Labertasche wird natürlich vom Merkel-Kanal gepusht. Für vernünftige Leute ist das aber schon längst egal.
construct;Dass wir uns hier gegenseitig fertig machen, ist genau das, was die wollen, die uns so mies behandeln. Ablenkung deluxe von ihrem jahrelangen Mist zu unseren Lasten. Während wir uns auf Social Media die Köpfe einschlagen, machen die einfach fröhlich weiter, ohne dass ihnen was passiert.
leave_fact;Scheiß auf Brüssel! Warum müssen wir die Höchstpreise für Faulpelze zahlen? @falscheraccount
other;@fakaccount Statistik von 2017 zeigt, die Invasion hört einfach nicht auf.
leave_fact;Eure Fake-News sind echt durchschaubar und total zum Lachen. @falscherAccount
other;oder als merkel bei der FDJ voll im amt war
other;Jetzt dreht ihr wieder komplett durch, oder was?
leave_fact;Übrigens zum Thema Religion & #Antisemitismus MißbrauchDie NATO-Krieg @FakeNewsZentrale Medien sind halt genau so fanatisch wie ihre moderaten Kopf-abtrenner gegen Syrien & Russland @Nachrichten123 @NewsPro7 @FocusLive @RTDeutschland @SputnikDeutsch @EuroNewsKommt @RadioDeutschland @LinkeFraktionK @SpiegelAktuell @BildReportPolitik
leave_fact;Keiner glaubt dem @PolitBuzz ...
sarc;Hoffe echt, Trump checkt bald mal, wie eng Macron auch mit Merkel connected ist ... Find das ziemlich komisch irgendwie ...
leave_fact;wie kommt ihr drauf dass er sich rechtfertigen muss? habt ihr den artikel gelesen? habt ihr ihn selbst gefragt? vielleicht zeigt sich ja, dass die medien #FakeNews von der #regierung verbreiten – aber euch juckt das nicht, weil ihr seid halt die #ZDFFans
sarc;Wie jetzt? Hab immer gedacht, das sind Flüchtlinge wegen Krieg und Hunger und so? Und jetzt plötzlich doch Einwanderer? @fakeuser123
opin;Angeblich kämpft auch die @newsflashdaily
opin;"Hey @randomUser, hab mir den Corbyn-Text jetzt durchgelesen. Er setzt echt ein starkes Zeichen gegen Antisemitismus. Er unterstützt die IHRA-Definition. An seiner Stelle hätt ich alle ""elf Beispiele"" untermauert. Aber seine Zweifel, das ""modernen Antisemitismus"" zu nennen, find ich nicht fair."
construct;Hat er voll recht. Aber das Problem bei @BayernPolitik ist, dass das alles nur leere Worte sind, um die Wähler zu besänftigen. Es passiert nix. Seehofer könnte jetzt einfach mit nem Erlass die Grenzen offiziell für illegale Einwanderer dicht machen. Macht er aber nicht. Stattdessen sollen sogar teilweise Gefährder reingelassen werden.
construct;Kann dündar is doch auch abgehauen, als gesagt wurde, dass er ins Gefängnis muss wegen Landesverrat... und solche Leute werden in Deutschland voll willkommen geheißen... und dann sollen wir gegenüber der deutschen Regierung bzw. Deutschland loyal sein? @randomuser123
construct;"Genau, voll die Wahrheit, keiner will diese illegalen #Migranten, sieht man ja, bringt mega Stress in die Länder die sie aufnehmen. #Asylstreit #EU  
@randomuser123"
construct;Ich werd immer Leute willkommen heißen, die aus schwierigen Verhältnissen flüchten. Überlegt euch nochmal genau, was ihr hier von euch gebt, vielleicht entdeckt ihr ja dabei eure Menschlichkeit wieder. Viel Glück dabei. @randomuser123
opin;Merkel hat auch nichts wirklich unter Kontrolle, dabei soll sie ja Physikerin sein. Scheint nur so, als wolle sie den Amtsrekord von Kohl unbedingt brechen. Egal, was es kostet. @randomaccount123
leave_fact;damit is ausschließlich die presse gemeint, die so berichtet und handelt, wie die kanzlerin will, natürlich.#staatsmedien
construct;Frau Müller, Sie nehmen echt jeden Mist, um aufzufallen. Mach ich jetzt auch mal so. Die AfD steht für Hass auf Schwule und Fremde, vor allem aus ärmeren Ländern. Sie: schwul, Freundin aus Indonesien und wohnen in der Schweiz, aber kassieren in Deutschland!
opin;Ich war dieses Jahr von eurer und unserer Politik schon so früh ausgepowert wie schon ewig nicht mehr.
construct;Sogar wenn jmd stirbt, wird das in Deutschland genutzt um gegen Herrn Trump zu hetzen. Echt armselig. @falscheraccount
opin;Total lächerlich!
opin;Hört auf die Zensur schon am Anfang. Keine Kontrolle vom Internet!
construct;Eine Umfrage, die sich an Leserinnen von Frauen- und TV-Heften wie Stern, Petra usw. richtet. Kein Wunder, dass dabei so ein Ergebnis rauskommt. Dem @newsflashteam hätte ich echt nicht zugetraut, auf so ne einseitige Quelle zurückzugreifen.
leave_fact;Dieser Vollpfosten. 100 % Steuern auf doofe Blondine.
construct;Keine Ahnung, was schneller passiert – der Machtverlust von der Kanzlerin oder der Zerfall von unserer Gesellschaft (mehr Angst ums Sicher-Sein, mehr Extremisten, mehr Kriminalität, Angriffe auf Rettungskräfte, Cops usw.). @randomUser123
construct;"Wo ""kriegen"" sich denn die Moslems? In Myanmar prügeln Buddhisten auf Muslime ein, in Jugoslawien wurden Christen, Orthodoxe und Atheisten umgebracht, ähnlich wie in Syrien und Irak! Juden töten Muslime und andersrum. Wer fällt denn ständig in andere Länder ein? @fakorel78"
construct;"Das nennt man Rassismus, liebe @newsflashxyz. Rassismus und nicht einfach ""Systemkritik"". Bitte unterschätzt den Hass und die Hetze nicht."
other;Ich denk nich, das macht schon die Presse klar.
leave_fact;Der Bömmelmann wird in der Nachahmung von der Chefin immer cooler... sieht ihr sogar fast gleich aus @falscheraccount
construct;"Was soll das mit ""sogenannter"" ... Tageschau bringt's mal wieder voll daneben"
construct;Mann Lindner, was soll denn noch alles passieren? Das kostet uns Steuerzahler jetzt schon Milliarden. @randomUser123
sarc;Endlich is wieder Zeit für Stammtisch-Politik und Merz regelt die Steuererklärung auf nem Bierdeckel. @randomUser123
construct;Dass Fremdenfeindlichkeit mehr wird, ist schon krass, aber ehrlich gesagt nicht so überraschend bei der ganzen angespannten Stimmung im Land und den verhärteten Fronten in der Gesellschaft. #hostilevibes @randomuser123
leave_fact;Mehrere Hunderttausend Antisemiten hat Merkel ins Land gebracht. Jetzt tut ihr alle überrascht?
construct;Wo erlebt ihr gerade Zensur? Wo werden Leute blockiert, die den Zentralrat der Juden als unnötige Nervensägen-Truppe bezeichnen? Richtig, nirgends.
leave_fact;Mal gucken, was die Amis so treiben.. Ich denk nich, dass der Typ noch lang durchhält, um seine Steuer durchzuziehen und mehr Ausländer in die Pflege zu holen, damit die Deutschen noch mehr bluten.. @maxmustermann <Idiot!
construct;Wer’s glaubt... Hier dreht sich doch alles nur um Politiker, die nur auf Macht aus sind und schon lange keinen guten Job für Deutschland machen. Voll peinlich, wie sie alle an ihren Ämtern festhalten. Am Ende kriegen #XPQ #ZTU und #LMN ihre Rechnung.
leave_fact;ACHTUNG! - Die #Neubesiedlungsmama spielt wieder die #Wohlwollende. #Politikfrau @xyz_abc
leave_fact;1. Unsere Gesetze gelten nur für Deutschland, nicht weltweit. 2. Schon wieder sollen 2 Mio. Flüchtlinge kommen, wenn man mal die x4 Familienmitglieder dazu zählt. Alle ohne Quali direkt rein in unser Sozialsystem, das eigentlich nur für Notfälle da ist. NEIN, NEIN, NEIN zum Familiennachzug! @falschehilfe
leave_fact;Hat von den alten Machthabern eigentlich irgendwer an die gedacht, die es wirklich betrifft? Also Schüler, Lehrer und Eltern?
opin;Als Deutscher könnte man echt paar „mein Präsident“ nennen: Steinbacher, Junkers, Tajanis und sogar Tusker. Erdogan auf keinen Fall. Daraus ergibt sich, dass die beiden sich als Türken begreifen. Voll krass dumm und definitiv ein No-Go für die DFB Elf.
sarc;Macht aber echt nur mit so nem reichen alten Typen Add-on Spaß.
leave_fact;Mit linken Fachleuten redet man nich. Kleiner Tipp: Früher waren da Migranten aus Indonesien und so. Bis man dann ne echte Politik gestartet hat.
leave_fact;Symbolisch. Schon mal davon gehört?!
construct;Das Ganze riecht total übel! Warum hat der nach nem Jahr Knast seinen türkischen Pass immer noch nicht abgegeben? Das ist doch mega shady!
construct;http://app.wiwo.de/politik/deutschland/plaedoyer-fuer-die-cannabis-freigabe-legale-moeglichkeiten-haben-auch-illegale-downloads-verdraengt/11617034-2.html …Auf den Artikel hab ich mich teils mit meinen Worten bezogen. Vielleicht bringt der dir die Argumente klarer rüber, als ich es geschafft hab.
other;JO ey @cooldude34 meint, Maas sagt echt, die TÜRKEI is Teil von Europa?
construct;Nur die blödesten Kühe suchen sich ihre Metzger selbst aus. Dann kommen immer mehr Messerstecher ins Land. Ihr werdet schon merken, was das bringt. @randomuser123
construct;Reden wir mal über den fest verankerten Rassismus im Islam, der einer Muslima verbietet, einen Ungläubigen zu heiraten. #rassismus @fakelink123
leave_fact;Total typisch für den Aufwiegler Max!!
other;Frau Blume???? Was ist denn mit IHR los??????? Könnte sie mal bitte bei der Kirche bleiben?????????????????????????
opin;Merkel is die Kanzlerin, nich #Hofersohn. Wenn der nicht kapituliert, muss der ausm Kabinett fliegen, egal wie die Landtagswahlen laufen. Dann kann die Regierung sich mal wieder auf ihre eigentliche Arbeit konzentrieren. @randomuser123
opin;Trump will genau das schaffen!
sarc;In Indien ist nen Beutel Reis umgekippt und der Rheinpegel is ein bisschen nach oben gegangen. @randomuser123
